year,mt,dt,day,city_code,city_do_nm,city_gn_gu_nm,dscamt,dscamt_rate,dis_co,dis_co_rate
2020,12,01,3,W01,서울특별시,종로구,4289600,3.39,2779,3.3
2020,12,02,4,W01,서울특별시,종로구,3915350,3.09,2562,3.05
2020,12,03,5,W01,서울특별시,종로구,3804550,3.0,2549,3.03
2020,12,04,6,W01,서울특별시,종로구,3987150,3.15,2663,3.17
2020,12,05,7,W01,서울특별시,종로구,4132150,3.26,2720,3.23
2020,12,06,1,W01,서울특별시,종로구,5029050,3.97,3039,3.61
2020,12,07,2,W01,서울특별시,종로구,4408800,3.48,2813,3.35
2020,12,08,3,W01,서울특별시,종로구,4319300,3.41,2825,3.36
2020,12,09,4,W01,서울특별시,종로구,3833950,3.03,2701,3.21
2020,12,10,5,W01,서울특별시,종로구,3921650,3.1,2667,3.17
2020,12,11,6,W01,서울특별시,종로구,4070400,3.21,2723,3.24
2020,12,12,7,W01,서울특별시,종로구,4215800,3.33,2786,3.31
2020,12,13,1,W01,서울특별시,종로구,4599000,3.63,2872,3.42
2020,12,14,2,W01,서울특별시,종로구,4237700,3.35,2787,3.31
2020,12,15,3,W01,서울특별시,종로구,3985600,3.15,2615,3.11
2020,12,16,4,W01,서울특별시,종로구,3633750,2.87,2501,2.97
2020,12,17,5,W01,서울특별시,종로구,3659150,2.89,2550,3.03
2020,12,18,6,W01,서울특별시,종로구,3695950,2.92,2529,3.01
2020,12,19,7,W01,서울특별시,종로구,3812500,3.01,2573,3.06
2020,12,20,1,W01,서울특별시,종로구,4469550,3.53,2909,3.46
2020,12,21,2,W01,서울특별시,종로구,4212100,3.33,2770,3.29
2020,12,22,3,W01,서울특별시,종로구,3997550,3.16,2703,3.21
2020,12,23,4,W01,서울특별시,종로구,3842050,3.03,2663,3.17
2020,12,24,5,W01,서울특별시,종로구,3783950,2.99,2665,3.17
2020,12,25,6,W01,서울특별시,종로구,4000650,3.16,2621,3.12
2020,12,26,7,W01,서울특별시,종로구,4164900,3.29,2775,3.3
2020,12,27,1,W01,서울특별시,종로구,4627350,3.65,2958,3.52
2020,12,28,2,W01,서울특별시,종로구,4527350,3.58,2897,3.45
2020,12,29,3,W01,서울특별시,종로구,3808350,3.01,2671,3.18
2020,12,30,4,W01,서울특별시,종로구,3487800,2.75,2388,2.84
2020,12,31,5,W01,서울특별시,종로구,4136400,3.27,2812,3.34
2020,12,01,3,W02,서울특별시,중구,6499050,3.1,4759,3.11
2020,12,02,4,W02,서울특별시,중구,6728900,3.21,4859,3.17
2020,12,03,5,W02,서울특별시,중구,6228350,2.97,4669,3.05
2020,12,04,6,W02,서울특별시,중구,6506400,3.1,4744,3.1
2020,12,05,7,W02,서울특별시,중구,7609350,3.63,5060,3.3
2020,12,06,1,W02,서울특별시,중구,9685650,4.62,6494,4.24
2020,12,07,2,W02,서울특별시,중구,7322100,3.49,5179,3.38
2020,12,08,3,W02,서울특별시,중구,6095850,2.91,4604,3.01
2020,12,09,4,W02,서울특별시,중구,6498050,3.1,4935,3.22
2020,12,10,5,W02,서울특별시,중구,6428100,3.07,4878,3.19
2020,12,11,6,W02,서울특별시,중구,6497000,3.1,4809,3.14
2020,12,12,7,W02,서울특별시,중구,7366050,3.51,5217,3.41
2020,12,13,1,W02,서울특별시,중구,8536150,4.07,5901,3.85
2020,12,14,2,W02,서울특별시,중구,6388550,3.05,4726,3.09
2020,12,15,3,W02,서울특별시,중구,5861750,2.8,4409,2.88
2020,12,16,4,W02,서울특별시,중구,5744700,2.74,4438,2.9
2020,12,17,5,W02,서울특별시,중구,6197850,2.96,4629,3.02
2020,12,18,6,W02,서울특별시,중구,6170700,2.94,4588,3.0
2020,12,19,7,W02,서울특별시,중구,6439450,3.07,4599,3.0
2020,12,20,1,W02,서울특별시,중구,8518250,4.06,5992,3.91
2020,12,21,2,W02,서울특별시,중구,6803250,3.24,4954,3.24
2020,12,22,3,W02,서울특별시,중구,5781050,2.76,4487,2.93
2020,12,23,4,W02,서울특별시,중구,6090000,2.9,4651,3.04
2020,12,24,5,W02,서울특별시,중구,6200000,2.96,4743,3.1
2020,12,25,6,W02,서울특별시,중구,6437150,3.07,4693,3.07
2020,12,26,7,W02,서울특별시,중구,7227300,3.45,5143,3.36
2020,12,27,1,W02,서울특별시,중구,8454050,4.03,6081,3.97
2020,12,28,2,W02,서울특별시,중구,7151200,3.41,5266,3.44
2020,12,29,3,W02,서울특별시,중구,6007450,2.86,4489,2.93
2020,12,30,4,W02,서울특별시,중구,5393300,2.57,4083,2.67
2020,12,31,5,W02,서울특별시,중구,6841150,3.26,5027,3.28
2020,12,01,3,W03,서울특별시,용산구,618700,3.22,436,3.07
2020,12,02,4,W03,서울특별시,용산구,537500,2.8,419,2.95
2020,12,03,5,W03,서울특별시,용산구,580200,3.02,442,3.12
2020,12,04,6,W03,서울특별시,용산구,531850,2.77,414,2.92
2020,12,05,7,W03,서울특별시,용산구,697000,3.63,484,3.41
2020,12,06,1,W03,서울특별시,용산구,729650,3.8,504,3.55
2020,12,07,2,W03,서울특별시,용산구,739900,3.86,492,3.47
2020,12,08,3,W03,서울특별시,용산구,632150,3.29,462,3.26
2020,12,09,4,W03,서울특별시,용산구,565600,2.95,436,3.07
2020,12,10,5,W03,서울특별시,용산구,640800,3.34,484,3.41
2020,12,11,6,W03,서울특별시,용산구,594900,3.1,463,3.26
2020,12,12,7,W03,서울특별시,용산구,656800,3.42,499,3.52
2020,12,13,1,W03,서울특별시,용산구,671300,3.5,476,3.36
2020,12,14,2,W03,서울특별시,용산구,584200,3.05,468,3.3
2020,12,15,3,W03,서울특별시,용산구,645950,3.37,478,3.37
2020,12,16,4,W03,서울특별시,용산구,513200,2.67,400,2.82
2020,12,17,5,W03,서울특별시,용산구,588150,3.07,440,3.1
2020,12,18,6,W03,서울특별시,용산구,555950,2.9,433,3.05
2020,12,19,7,W03,서울특별시,용산구,617800,3.22,434,3.06
2020,12,20,1,W03,서울특별시,용산구,682800,3.56,494,3.48
2020,12,21,2,W03,서울특별시,용산구,669750,3.49,489,3.45
2020,12,22,3,W03,서울특별시,용산구,550400,2.87,433,3.05
2020,12,23,4,W03,서울특별시,용산구,541550,2.82,385,2.71
2020,12,24,5,W03,서울특별시,용산구,626200,3.26,492,3.47
2020,12,25,6,W03,서울특별시,용산구,577450,3.01,441,3.11
2020,12,26,7,W03,서울특별시,용산구,663550,3.46,473,3.33
2020,12,27,1,W03,서울특별시,용산구,673950,3.51,505,3.56
2020,12,28,2,W03,서울특별시,용산구,668200,3.48,475,3.35
2020,12,29,3,W03,서울특별시,용산구,621350,3.24,448,3.16
2020,12,30,4,W03,서울특별시,용산구,538800,2.81,383,2.7
2020,12,31,5,W03,서울특별시,용산구,669650,3.49,505,3.56
2020,12,01,3,W04,서울특별시,성동구,17182100,3.11,11640,3.13
2020,12,02,4,W04,서울특별시,성동구,17862050,3.23,12289,3.31
2020,12,03,5,W04,서울특별시,성동구,17026850,3.08,11722,3.16
2020,12,04,6,W04,서울특별시,성동구,16793400,3.04,11394,3.07
2020,12,05,7,W04,서울특별시,성동구,18194400,3.29,11403,3.07
2020,12,06,1,W04,서울특별시,성동구,24451700,4.42,15145,4.08
2020,12,07,2,W04,서울특별시,성동구,18567700,3.36,12340,3.32
2020,12,08,3,W04,서울특별시,성동구,16526600,2.99,11425,3.08
2020,12,09,4,W04,서울특별시,성동구,17494550,3.16,12280,3.31
2020,12,10,5,W04,서울특별시,성동구,17225400,3.12,11971,3.22
2020,12,11,6,W04,서울특별시,성동구,16519150,2.99,11579,3.12
2020,12,12,7,W04,서울특별시,성동구,17629900,3.19,11522,3.1
2020,12,13,1,W04,서울특별시,성동구,22509150,4.07,14300,3.85
2020,12,14,2,W04,서울특별시,성동구,18006300,3.26,11789,3.17
2020,12,15,3,W04,서울특별시,성동구,15771250,2.85,10876,2.93
2020,12,16,4,W04,서울특별시,성동구,16423200,2.97,11319,3.05
2020,12,17,5,W04,서울특별시,성동구,16648000,3.01,11612,3.13
2020,12,18,6,W04,서울특별시,성동구,16019850,2.9,11048,2.97
2020,12,19,7,W04,서울특별시,성동구,15873300,2.87,10441,2.81
2020,12,20,1,W04,서울특별시,성동구,22634850,4.09,14243,3.84
2020,12,21,2,W04,서울특별시,성동구,18054850,3.27,12064,3.25
2020,12,22,3,W04,서울특별시,성동구,16154750,2.92,11177,3.01
2020,12,23,4,W04,서울특별시,성동구,16348800,2.96,11589,3.12
2020,12,24,5,W04,서울특별시,성동구,16893350,3.06,11971,3.22
2020,12,25,6,W04,서울특별시,성동구,17075850,3.09,11281,3.04
2020,12,26,7,W04,서울특별시,성동구,17871800,3.23,11644,3.14
2020,12,27,1,W04,서울특별시,성동구,22736650,4.11,14530,3.91
