date,Unnamed: 0,dscamt,SKY,PRE,WF,RN_ST,MIN,MAX,MIN_L,MIN_H,MAX_L,MAX_H
2021-06-28,555,578095122.0,2.0,0.0,1.0,30,21.0,29.0,1.0,1.0,2.0,1.0
2021-06-29,556,507051923.0,2.0,0.0,1.0,40,21.0,28.0,1.0,1.0,2.0,1.0
2021-06-30,557,500730048.0,2.0,0.0,1.0,40,21.333333333333332,29.0,0.6666666666666667,0.6666666666666667,1.6666666666666667,1.0
2021-07-01,558,500807980.0,2.0,0.0,1.0,40,21.666666666666668,30.0,0.33333333333333337,0.33333333333333337,1.3333333333333335,1.0
2021-07-02,559,487637410.0,2.0,0.0,1.0,20,22.0,31.0,0.0,0.0,1.0,1.0
2021-07-03,560,450255562.0,3.0,0.0,2.0,40,21.0,30.0,1.0,1.0,2.0,1.0
2021-07-04,561,701012330.0,3.0,0.0,2.0,40,21.0,29.0,1.0,1.0,1.0,2.0
2021-07-05,562,585200026.0,3.0,0.0,2.0,40,22.0,29.0,1.0,1.0,1.0,1.0
2021-07-06,563,508091326.0,3.0,0.0,2.0,40,22.0,29.0,1.0,1.0,1.0,2.0
2021-07-07,564,493207975.0,3.0,0.0,2.0,40,22.0,29.0,1.0,1.0,2.0,2.0
2021-07-08,565,515110462.0,3.0,1.0,2.0,100.0,22.0,29.0,1.0,1.0,1.0,1.0
2021-07-09,566,499413555.0,3.0,1.0,2.0,100.0,22.666666666666668,29.666666666666668,1.0,0.6666666666666667,1.0,0.6666666666666667
2021-07-10,567,581148042.0,3.0,1.0,2.0,100.0,23.333333333333332,30.333333333333332,1.0,0.33333333333333337,1.0,0.33333333333333337
2021-07-11,568,699984405.0,3.0,0.0,2.0,40,24.0,31.0,1.0,0.0,1.0,0.0
2021-07-12,569,607317872.0,3.0,0.0,2.0,40,23.0,34.0,1.0,0.0,1.0,1.0
2021-07-13,570,556173837.0,2.0,0.0,1.0,30,25.0,34.0,1.0,1.0,1.0,1.0
2021-07-14,571,552000248.0,2.0,0.0,1.0,30,25.0,33.0,1.0,1.0,1.0,1.0
2021-07-15,572,540290022.0,2.0,0.0,1.0,30,25.0,33.0,1.0,1.0,1.0,1.0
2021-07-16,573,518159536.0,2.0,0.0,1.0,30,24.0,33.0,1.0,1.0,1.0,1.0
2021-07-17,574,590293934.0,2.0,0.0,1.0,30,24.0,32.0,1.0,1.0,1.0,1.0
2021-07-18,575,696883918.0,2.0,0.0,1.0,30,24.333333333333332,32.666666666666664,0.6666666666666667,1.0,1.3333333333333333,1.0
2021-07-19,576,599082665.0,2.0,0.0,1.0,30,24.666666666666668,33.333333333333336,0.33333333333333337,1.0,1.6666666666666665,1.0
2021-07-20,577,551012033.0,3.0,0.0,2.0,40,25.0,34.0,0.0,1.0,2.0,1.0
2021-07-21,578,557014404.0,2.0,0.0,1.0,30,26.0,34.0,1.0,1.0,1.0,1.0
2021-07-22,579,552735146.0,2.0,0.0,1.0,20,25.0,34.0,1.0,1.0,1.0,1.0
2021-07-23,580,526892423.0,0.0,0.0,0.0,10,25.0,34.0,1.0,1.0,1.0,1.0
2021-07-24,581,591415492.0,0.0,0.0,0.0,10,25.0,33.0,1.0,1.0,1.0,1.0
2021-07-25,582,677423410.0,0.0,0.0,0.0,20,24.0,33.0,1.0,1.0,1.0,1.0
2021-07-26,583,581245285.0,2.0,0.0,1.0,30,25.0,33.0,1.0,1.0,1.0,1.0
2021-07-27,584,535055800.0,2.0,0.0,1.0,30,25.0,33.333333333333336,1.0,0.6666666666666667,1.0,1.0
2021-07-28,585,513887930.0,2.0,0.0,1.0,30,25.0,33.666666666666664,1.0,0.33333333333333337,1.0,1.0
2021-07-29,586,512028898.0,0.0,0.0,0.0,10,25.0,34.0,1.0,0.0,1.0,1.0
2021-07-30,587,494759304.0,2.0,0.0,1.0,30,26.0,34.0,0.0,1.0,1.0,1.0
2021-07-31,588,546225447.0,2.0,0.0,1.0,30,26.0,35.0,1.0,1.0,1.0,1.0
